id,documento,tipo_persona
84949,53408-3092,ESTUDIANTE
84950,92124-1780,NO_RELACIONADO
84951,37357-3940,EMPLEADO
84952,79775-3378,PADRE
84953,82753-1069,NO_RELACIONADO
84954,86210-6551,ESTUDIANTE
84955,85166-1910,NO_RELACIONADO
84956,14763-0845,EMPLEADO
84957,03171-8852,EGRESADO
84958,50540-6671,ESTUDIANTE
84959,18863-2731,PROFESOR
84960,61975-4895,EMPLEADO
84961,14204-8373,EMPLEADO
84962,01262-8983,NO_RELACIONADO
84963,97472-3963,EMPLEADO
84964,37961-2188,EGRESADO
84965,44558-5362,PADRE
84966,55800-6223,ESTUDIANTE
84967,41109-9622,PROFESOR
84968,97037-1761,ESTUDIANTE
84969,39427-1417,EMPLEADO
84970,70347-9410,PADRE
84971,49530-2708,ESTUDIANTE
84972,62842-1715,PADRE
84973,79061-7706,NO_RELACIONADO
84974,49921-9320,ESTUDIANTE
84975,79569-1956,PADRE
84976,70407-5442,ESTUDIANTE
84977,32858-8937,ESTUDIANTE
84978,68982-2675,EMPLEADO
84979,63376-0872,EMPLEADO
84980,22955-7727,NO_RELACIONADO
84981,25569-6688,EGRESADO
84982,77974-0078,NO_RELACIONADO
84983,27318-8410,ESTUDIANTE
84984,40066-8056,ESTUDIANTE
84985,81000-9493,EMPLEADO
84986,11911-6830,EMPLEADO
84987,98703-1284,PADRE
84988,01160-8562,ESTUDIANTE
84989,37586-3787,ESTUDIANTE
84990,71262-2320,PADRE
84991,17905-4644,EMPLEADO
84992,32930-3458,VECINO
84993,23875-3600,PADRE
84994,16997-2480,VECINO
84995,26943-3378,ESTUDIANTE
84996,00173-1905,PADRE
84997,24835-2299,EGRESADO
84998,15720-1784,PADRE
84999,50370-3293,EGRESADO
85000,69469-9035,ESTUDIANTE
85001,91526-0864,PROFESOR
85002,00668-8917,EGRESADO
85003,76779-7166,PADRE
85004,77816-5111,EMPLEADO
85005,12765-2748,ESTUDIANTE
85006,37562-5567,PROFESOR
85007,63496-8345,EMPLEADO
85008,70334-6947,EMPLEADO
85009,91037-8264,PROFESOR
85010,55949-5293,ESTUDIANTE
85011,99377-9815,ESTUDIANTE
85012,41060-5860,ESTUDIANTE
85013,32995-1683,NO_RELACIONADO
85014,49160-8798,EMPLEADO
85015,47837-2885,ESTUDIANTE
85016,84629-6516,NO_RELACIONADO
85017,40974-4244,EGRESADO
85018,56179-8320,PADRE
85019,50725-4271,EMPLEADO
85020,33754-7412,ESTUDIANTE
85021,51211-1647,NO_RELACIONADO
85022,69346-4902,PROFESOR
85023,04239-5553,EMPLEADO
85024,84684-9068,VECINO
85025,40560-7873,EMPLEADO
85026,89877-6498,VECINO
85027,28623-5199,PROFESOR
85028,09916-4275,EMPLEADO
85029,27384-9430,PROFESOR
85030,87722-4855,NO_RELACIONADO
85031,85708-1016,EGRESADO
85032,10896-1570,EGRESADO
85033,96533-1733,NO_RELACIONADO
85034,33455-8847,PADRE
85035,96380-5345,PROFESOR
85036,74668-7648,VECINO
85037,49069-7477,VECINO
85038,04710-4740,PADRE
85039,91519-0559,NO_RELACIONADO
85040,46704-5077,EGRESADO
85041,95785-3529,EGRESADO
85042,53457-1321,NO_RELACIONADO
85043,86870-3403,VECINO
85044,48876-4753,EGRESADO
85045,51077-8097,PADRE
85046,95933-5939,EMPLEADO
85047,37322-5390,ESTUDIANTE
85048,96283-0318,VECINO
85049,57397-9342,NO_RELACIONADO
85050,66089-4860,EMPLEADO
85051,72057-0229,EMPLEADO
85052,19642-4195,NO_RELACIONADO
85053,26434-4857,ESTUDIANTE
85054,77938-4954,NO_RELACIONADO
85055,04412-9281,PADRE
85056,87283-9829,PADRE
85057,39861-2807,EMPLEADO
85058,35570-7716,ESTUDIANTE
85059,68936-3430,PROFESOR
85060,88678-8727,VECINO
85061,49879-3538,NO_RELACIONADO
85062,14736-8155,EMPLEADO
85063,05491-3418,VECINO
85064,74410-8986,VECINO
85065,62981-3846,NO_RELACIONADO
85066,44169-3289,ESTUDIANTE
85067,02355-9287,ESTUDIANTE
85068,79508-6237,PROFESOR
85069,42924-6780,NO_RELACIONADO
85070,47039-9102,PADRE
85071,78424-3567,EGRESADO
85072,20515-4733,NO_RELACIONADO
85073,15535-0693,PROFESOR
85074,13768-2614,EMPLEADO
85075,47250-7810,PADRE
85076,29707-7575,PROFESOR
85077,40947-5967,NO_RELACIONADO
85078,67623-4988,PADRE
85079,31018-0345,EMPLEADO
85080,35801-5238,VECINO
85081,66901-5982,PROFESOR
85082,12372-6798,PROFESOR
85083,83489-9162,PADRE
85084,35027-5018,EMPLEADO
85085,72397-8208,EGRESADO
85086,81689-2480,ESTUDIANTE
85087,92609-3039,EGRESADO
85088,90638-5747,EMPLEADO
85089,39759-4801,NO_RELACIONADO
85090,26367-5999,NO_RELACIONADO
85091,25568-3482,EMPLEADO
85092,54148-7430,EGRESADO
85093,18248-2821,VECINO
85094,36922-7065,PROFESOR
85095,28399-1762,NO_RELACIONADO
85096,28708-2166,NO_RELACIONADO
85097,49715-1528,EGRESADO
85098,37226-3330,NO_RELACIONADO
85099,35857-1354,NO_RELACIONADO
85100,26049-7168,VECINO
85101,47138-7602,PROFESOR
85102,41959-6643,VECINO
85103,28279-3007,VECINO
85104,66719-5324,ESTUDIANTE
85105,50023-1819,ESTUDIANTE
85106,80429-6232,EMPLEADO
85107,66112-0098,VECINO
85108,53061-2344,NO_RELACIONADO
85109,37685-7269,ESTUDIANTE
85110,40706-2260,ESTUDIANTE
85111,28523-1719,VECINO
85112,99343-0415,PROFESOR
85113,24952-0812,VECINO
85114,45394-7681,PADRE
85115,64515-0875,NO_RELACIONADO
85116,21023-1377,EGRESADO
85117,68955-5035,VECINO
85118,60291-8915,PADRE
85119,44493-5050,EMPLEADO
85120,62453-3373,NO_RELACIONADO
85121,50160-7147,VECINO
85122,44625-2285,EGRESADO
85123,21514-3439,ESTUDIANTE
85124,69541-0365,NO_RELACIONADO
85125,10218-8335,PROFESOR
85126,46643-9938,EGRESADO
85127,34903-6228,PROFESOR
85128,01910-9682,EMPLEADO
85129,30864-0078,PROFESOR
85130,42439-9979,EMPLEADO
85131,20354-4633,ESTUDIANTE
85132,15796-5002,ESTUDIANTE
85133,86874-5236,NO_RELACIONADO
85134,26079-7198,PROFESOR
85135,02875-8858,ESTUDIANTE
85136,07407-0162,ESTUDIANTE
85137,20461-8423,ESTUDIANTE
85138,23925-4203,EMPLEADO
85139,41278-9707,EGRESADO
85140,20595-7678,EMPLEADO
85141,95649-2164,PROFESOR
85142,84306-7224,ESTUDIANTE
85143,81978-2536,EGRESADO
85144,12613-1547,PROFESOR
85145,34941-1516,NO_RELACIONADO
85146,41639-6910,PADRE
85147,74552-1950,PROFESOR
85148,41693-5613,PROFESOR
85149,80569-3130,NO_RELACIONADO
85150,02440-2326,NO_RELACIONADO
85151,19554-4341,NO_RELACIONADO
85152,98680-2368,ESTUDIANTE
85153,73837-4269,PADRE
85154,49661-0923,EGRESADO
85155,21474-0060,PROFESOR
85156,02201-2787,EMPLEADO
85157,67693-9757,ESTUDIANTE
85158,21456-8879,VECINO
85159,25650-8267,EGRESADO
85160,43975-0732,VECINO
85161,14100-8738,EGRESADO
85162,46118-3786,PROFESOR
85163,87732-3704,ESTUDIANTE
85164,11359-6043,EGRESADO
85165,14851-2464,PROFESOR
85166,28945-1669,EMPLEADO
85167,51474-6676,NO_RELACIONADO
85168,51221-0794,VECINO
85169,01917-2802,EMPLEADO
85170,56051-6941,VECINO
85171,30461-9503,EMPLEADO
85172,27125-6107,EGRESADO
85173,23059-1742,ESTUDIANTE
85174,15543-9853,ESTUDIANTE
85175,84696-4960,EMPLEADO
85176,33489-6893,NO_RELACIONADO
85177,04596-1332,EGRESADO
85178,97962-3566,EMPLEADO
85179,01781-6809,ESTUDIANTE
85180,07795-2178,PROFESOR
85181,30403-5466,NO_RELACIONADO
85182,76680-7112,PADRE
85183,20356-7153,PADRE
85184,98848-0879,EMPLEADO
85185,38230-8422,ESTUDIANTE
85186,57215-1551,EGRESADO
85187,23750-4431,EGRESADO
85188,54046-5109,NO_RELACIONADO
85189,33900-8897,NO_RELACIONADO
85190,59378-1602,ESTUDIANTE
85191,25757-2146,PROFESOR
85192,09660-8385,VECINO
85193,25781-9456,ESTUDIANTE
85194,49084-3965,NO_RELACIONADO
85195,90850-1348,VECINO
85196,59932-2808,PROFESOR
85197,17246-3123,PADRE
85198,48812-4453,EMPLEADO
85199,06148-9163,EMPLEADO
85200,68903-4285,EMPLEADO
85201,94731-2388,ESTUDIANTE
85202,27196-8709,EGRESADO
85203,68158-5779,EMPLEADO
85204,16948-5235,EMPLEADO
85205,18266-2488,NO_RELACIONADO
85206,58475-6290,EGRESADO
85207,04072-8259,PADRE
85208,47645-1169,PADRE
85209,29181-2285,EGRESADO
85210,69830-0076,VECINO
85211,73981-8263,VECINO
85212,43534-7121,NO_RELACIONADO
85213,30928-9762,EGRESADO
85214,14963-7796,ESTUDIANTE
85215,77598-9079,PADRE
85216,50084-9359,ESTUDIANTE
85217,79343-1668,VECINO
85218,07409-7677,PADRE
85219,13985-5963,VECINO
85220,81544-4189,PADRE
85221,95525-4817,PROFESOR
85222,69781-9475,EMPLEADO
85223,30946-2658,NO_RELACIONADO
85224,79785-2350,PROFESOR
85225,34635-1452,EGRESADO
85226,80512-6719,PADRE
85227,80716-7137,PADRE
85228,86042-2238,VECINO
85229,26659-4738,EGRESADO
85230,18871-3971,ESTUDIANTE
85231,46592-6421,EMPLEADO
85232,59163-6066,PADRE
85233,34264-2841,EMPLEADO
85234,94755-2553,ESTUDIANTE
85235,64061-0827,NO_RELACIONADO
85236,19948-1064,ESTUDIANTE
85237,79637-1817,PROFESOR
85238,33155-3213,ESTUDIANTE
85239,83703-4133,EGRESADO
85240,70720-8543,PROFESOR
85241,51717-6907,PROFESOR
85242,40510-5232,ESTUDIANTE
85243,22281-5645,NO_RELACIONADO
85244,81395-3913,VECINO
85245,48336-1092,ESTUDIANTE
85246,91260-7865,EGRESADO
85247,61035-7531,EGRESADO
85248,31466-4649,NO_RELACIONADO
85249,13061-3490,PROFESOR
85250,30953-8774,EGRESADO
85251,04280-6256,PROFESOR
85252,91730-3098,EMPLEADO
85253,94018-7116,PROFESOR
85254,07338-0339,PROFESOR
85255,50186-9593,EGRESADO
85256,35601-4010,NO_RELACIONADO
85257,64828-0784,VECINO
85258,23664-5873,PADRE
85259,67629-2678,NO_RELACIONADO
85260,85845-4454,EGRESADO
85261,72481-5134,EGRESADO
85262,02142-7833,ESTUDIANTE
85263,45424-2151,VECINO
85264,25942-3292,VECINO
85265,41656-4524,VECINO
85266,93098-7684,ESTUDIANTE
85267,48852-4219,ESTUDIANTE
85268,13855-9387,PROFESOR
85269,23471-4641,EMPLEADO
85270,06964-4039,NO_RELACIONADO
85271,04132-3343,ESTUDIANTE
85272,35430-6927,ESTUDIANTE
85273,21026-0971,VECINO
85274,98657-6725,EGRESADO
85275,52774-9811,NO_RELACIONADO
85276,65250-6546,EGRESADO
85277,98624-2538,PADRE
85278,37250-9839,PROFESOR
85279,36990-2879,PADRE
85280,27719-7597,PROFESOR
85281,61039-5450,NO_RELACIONADO
85282,76097-5776,EGRESADO
85283,43157-4130,PADRE
85284,94035-4096,PROFESOR
85285,16530-2017,PADRE
85286,48067-1215,PADRE
85287,66150-1764,PADRE
85288,25318-4253,VECINO
85289,09581-0098,EGRESADO
85290,43593-8259,ESTUDIANTE
85291,68186-6666,NO_RELACIONADO
85292,03515-9224,EGRESADO
85293,20740-0009,EMPLEADO
85294,77648-9583,PROFESOR
85295,06166-4315,PROFESOR
85296,73408-5882,EMPLEADO
85297,30097-2996,ESTUDIANTE
85298,46753-6465,PADRE
85299,93035-0862,PADRE
85300,06762-5577,VECINO
85301,08595-0082,PROFESOR
85302,07883-7007,PADRE
85303,87737-0121,PADRE
85304,80979-7183,NO_RELACIONADO
85305,89338-6731,PADRE
85306,39195-8633,VECINO
85307,88766-7540,EGRESADO
85308,97632-4951,NO_RELACIONADO
85309,39085-6664,EMPLEADO
85310,91479-2682,ESTUDIANTE
85311,62400-6413,EGRESADO
85312,49136-5240,ESTUDIANTE
85313,66993-4530,ESTUDIANTE
85314,25608-2132,ESTUDIANTE
85315,34323-9080,EMPLEADO
85316,40653-5701,ESTUDIANTE
85317,95847-6127,PADRE
85318,95748-7283,EGRESADO
85319,23709-4914,VECINO
85320,75195-7977,ESTUDIANTE
85321,94341-2579,NO_RELACIONADO
85322,67390-9999,PADRE
85323,30435-0560,ESTUDIANTE
85324,43783-8047,EMPLEADO
85325,68826-7664,ESTUDIANTE
85326,12643-3041,EGRESADO
85327,81053-6466,PADRE
85328,15792-3472,EGRESADO
85329,78914-3577,PROFESOR
85330,84821-9890,PADRE
85331,31388-4392,EGRESADO
85332,21182-8184,PADRE
85333,44014-6882,PADRE
85334,14943-2401,EGRESADO
85335,31513-7268,NO_RELACIONADO
85336,62294-5546,EGRESADO
85337,93864-7053,NO_RELACIONADO
85338,45168-0149,PROFESOR
85339,85612-7717,ESTUDIANTE
85340,67139-7426,NO_RELACIONADO
85341,98200-4171,VECINO
85342,36430-3991,EGRESADO
85343,01087-4716,EGRESADO
85344,18517-6891,PADRE
85345,04307-6370,NO_RELACIONADO
85346,58951-4048,VECINO
85347,64113-7147,ESTUDIANTE
85348,30308-5235,EGRESADO
85349,14683-4128,ESTUDIANTE
85350,17782-5759,EGRESADO
85351,31265-5180,ESTUDIANTE
85352,64877-2357,EMPLEADO
85353,65127-8513,NO_RELACIONADO
85354,33874-8451,PROFESOR
85355,54396-8647,EGRESADO
85356,07010-4137,PROFESOR
85357,81145-8921,EGRESADO
85358,96301-7229,PROFESOR
85359,89581-8357,PADRE
85360,90621-1730,PADRE
85361,33977-0531,PADRE
85362,67453-1538,EGRESADO
85363,78575-2144,EMPLEADO
85364,81650-8178,EGRESADO
85365,72028-8345,NO_RELACIONADO
85366,61339-6322,ESTUDIANTE
85367,93163-2001,EGRESADO
85368,01128-0848,NO_RELACIONADO
85369,51689-0180,VECINO
85370,22620-8787,ESTUDIANTE
85371,09645-1670,ESTUDIANTE
85372,89423-5658,PROFESOR
85373,98003-6700,ESTUDIANTE
85374,99742-1323,NO_RELACIONADO
85375,03818-3934,EMPLEADO
85376,71101-4848,PROFESOR
85377,03946-9949,VECINO
85378,50119-9953,NO_RELACIONADO
85379,74465-0364,EGRESADO
85380,62267-3254,EGRESADO
85381,80917-1978,EMPLEADO
85382,02436-8622,ESTUDIANTE
85383,54816-0612,PROFESOR
85384,12326-5116,EMPLEADO
85385,65110-3363,VECINO
85386,77998-8332,PADRE
85387,42966-2534,PADRE
85388,47090-8151,PADRE
85389,23304-2945,EMPLEADO
85390,68051-4912,NO_RELACIONADO
85391,49960-2280,ESTUDIANTE
85392,43979-0680,PROFESOR
85393,69396-9315,ESTUDIANTE
85394,01865-6843,VECINO
85395,40148-1602,ESTUDIANTE
85396,17774-7808,EMPLEADO
85397,27101-4176,PADRE
85398,43107-7232,EGRESADO
85399,31193-4509,NO_RELACIONADO
85400,32633-4320,EGRESADO
85401,83971-5321,EMPLEADO
85402,10301-8004,ESTUDIANTE
85403,83093-3558,EMPLEADO
85404,29625-9709,ESTUDIANTE
85405,39899-2725,PADRE
85406,87134-7657,ESTUDIANTE
85407,94834-4748,ESTUDIANTE
85408,50870-4582,VECINO
85409,01189-7061,PROFESOR
85410,46669-5075,EMPLEADO
85411,85753-9367,ESTUDIANTE
85412,07996-8710,EGRESADO
85413,82448-9408,PROFESOR
85414,01898-6977,PADRE
85415,99996-5281,VECINO
85416,84792-1951,ESTUDIANTE
85417,07160-0225,ESTUDIANTE
85418,13052-2110,PROFESOR
85419,86132-7766,VECINO
85420,77832-0531,EMPLEADO
85421,03657-7093,NO_RELACIONADO
85422,27813-7633,EGRESADO
85423,52697-3849,NO_RELACIONADO
85424,07685-7337,PADRE
85425,40970-1333,NO_RELACIONADO
85426,80968-0454,PROFESOR
85427,96333-2132,PADRE
85428,18261-7592,NO_RELACIONADO
85429,42814-9102,ESTUDIANTE
85430,04944-9254,PADRE
85431,82365-2703,EMPLEADO
85432,94173-0013,ESTUDIANTE
85433,71306-6293,EGRESADO
85434,82748-1338,EGRESADO
85435,18046-3178,VECINO
85436,89643-5533,EMPLEADO
85437,91574-5314,PROFESOR
85438,55048-2231,PROFESOR
85439,31224-0239,VECINO
85440,45232-0584,EGRESADO
85441,01506-2592,EGRESADO
85442,65756-7236,NO_RELACIONADO
85443,90003-5098,VECINO
85444,49990-9115,PROFESOR
85445,50445-4140,NO_RELACIONADO
85446,36464-1064,PADRE
85447,99747-3428,VECINO
85448,04460-1296,EGRESADO
85449,20198-5715,PROFESOR
85450,80384-1070,NO_RELACIONADO
85451,62916-1328,NO_RELACIONADO
85452,19199-1154,EMPLEADO
85453,76368-9905,EGRESADO
85454,05930-8301,PADRE
85455,32673-7367,EGRESADO
85456,34426-0342,ESTUDIANTE
85457,15769-1977,NO_RELACIONADO
85458,48937-1800,EGRESADO
85459,02745-0612,PADRE
85460,97276-4402,PADRE
85461,46428-8628,VECINO
85462,17188-1725,PROFESOR
85463,91835-5658,VECINO
85464,20147-5798,EMPLEADO
85465,31405-6102,PROFESOR
85466,76767-2486,PADRE
85467,09249-3122,VECINO
85468,47089-1778,EMPLEADO
85469,64538-1175,ESTUDIANTE
85470,90103-8566,ESTUDIANTE
85471,41265-3355,VECINO
85472,35855-3867,VECINO
85473,84954-8360,NO_RELACIONADO
85474,70882-6312,NO_RELACIONADO
85475,66741-3474,PADRE
85476,94450-6211,VECINO
85477,91846-7754,EGRESADO
85478,62516-3580,ESTUDIANTE
85479,61250-5062,EGRESADO
85480,65466-1280,EMPLEADO
85481,48988-2401,EMPLEADO
85482,63074-2772,VECINO
85483,38267-7216,EMPLEADO
85484,99826-5728,NO_RELACIONADO
85485,10686-2687,PADRE
85486,56385-5390,VECINO
85487,70222-9573,PROFESOR
85488,13431-5012,NO_RELACIONADO
85489,79238-2776,PROFESOR
85490,63446-4554,VECINO
85491,71388-3573,NO_RELACIONADO
85492,22355-1235,NO_RELACIONADO
85493,88099-5243,NO_RELACIONADO
85494,78629-4073,PROFESOR
85495,71072-4992,ESTUDIANTE
85496,23032-0069,NO_RELACIONADO
85497,72893-9662,VECINO
85498,35897-2667,PROFESOR
85499,23239-1305,EMPLEADO
85500,87260-1803,EGRESADO
85501,04054-2694,NO_RELACIONADO
85502,08575-9657,PADRE
85503,27709-2974,NO_RELACIONADO
85504,55952-3802,EGRESADO
85505,58580-6289,PADRE
85506,28246-3908,EGRESADO
85507,93473-2514,EMPLEADO
85508,57853-9950,NO_RELACIONADO
85509,31586-7290,PROFESOR
85510,10661-4618,VECINO
85511,81720-4878,VECINO
85512,41911-9053,NO_RELACIONADO
85513,97532-2829,NO_RELACIONADO
85514,21110-5493,PROFESOR
85515,47965-1595,VECINO
85516,67710-8573,ESTUDIANTE
85517,98400-8521,PROFESOR
85518,53102-8001,VECINO
85519,90310-9993,EGRESADO
85520,74179-6748,VECINO
85521,97699-4731,EMPLEADO
85522,33692-2893,VECINO
85523,23607-6383,PROFESOR
85524,67496-1831,VECINO
85525,43819-0612,NO_RELACIONADO
85526,07294-1112,PROFESOR
85527,52941-7354,NO_RELACIONADO
85528,65530-9457,NO_RELACIONADO
85529,81778-3837,VECINO
85530,47834-3346,PADRE
85531,82394-4024,EGRESADO
85532,67121-8573,NO_RELACIONADO
85533,31056-2628,VECINO
85534,83850-8759,PADRE
85535,93254-5634,EMPLEADO
85536,87348-5937,NO_RELACIONADO
85537,48739-2359,NO_RELACIONADO
85538,95276-2158,NO_RELACIONADO
85539,02817-3156,PROFESOR
85540,73642-3228,NO_RELACIONADO
85541,29797-6444,EMPLEADO
85542,72577-8166,PADRE
85543,56860-3989,PROFESOR
85544,69134-6150,EMPLEADO
85545,89560-5120,EMPLEADO
85546,61475-4625,ESTUDIANTE
85547,72638-3497,PROFESOR
85548,70000-6586,ESTUDIANTE
85549,41035-9307,ESTUDIANTE
85550,84298-7543,NO_RELACIONADO
85551,77139-4361,PROFESOR
85552,82620-4556,NO_RELACIONADO
85553,82128-2159,NO_RELACIONADO
85554,91525-1087,EGRESADO
85555,69405-0142,PADRE
85556,98554-0636,VECINO
85557,89744-8084,PADRE
85558,53186-2905,EGRESADO
85559,10296-2825,PADRE
85560,90719-9863,VECINO
85561,66430-1580,EGRESADO
85562,11257-7194,VECINO
85563,95535-0311,VECINO
85564,74431-6833,EGRESADO
85565,16824-1053,NO_RELACIONADO
85566,32263-0955,PROFESOR
85567,20054-1386,EMPLEADO
85568,23964-6197,VECINO
85569,50199-7862,EMPLEADO
85570,16222-0625,ESTUDIANTE
85571,57338-7147,ESTUDIANTE
85572,13255-6645,PROFESOR
85573,52077-8904,ESTUDIANTE
85574,98721-1228,PROFESOR
85575,33235-1666,NO_RELACIONADO
85576,85021-8317,PROFESOR
85577,33304-7464,PROFESOR
85578,79535-0850,ESTUDIANTE
85579,19148-2266,PADRE
85580,07881-2621,PROFESOR
85581,62206-7184,EMPLEADO
85582,31443-3810,VECINO
85583,25083-3694,EGRESADO
85584,50134-0237,VECINO
85585,10793-3298,VECINO
85586,63023-0232,EMPLEADO
85587,63625-2283,NO_RELACIONADO
85588,54565-3181,PROFESOR
85589,38338-6811,EGRESADO
85590,36674-7278,EMPLEADO
85591,03162-6825,EGRESADO
85592,22995-6379,EGRESADO
85593,34498-9712,EMPLEADO
85594,62106-1460,ESTUDIANTE
85595,70067-1031,EMPLEADO
85596,24294-3372,EGRESADO
85597,98405-8749,NO_RELACIONADO
85598,27920-5290,ESTUDIANTE
85599,26194-9641,PROFESOR
85600,01199-3860,VECINO
85601,76904-8037,PADRE
85602,39062-9186,EGRESADO
85603,11614-1038,NO_RELACIONADO
85604,12696-8926,NO_RELACIONADO
85605,01744-4716,EGRESADO
85606,08892-9899,ESTUDIANTE
85607,12677-8147,PADRE
85608,41417-4463,EMPLEADO
85609,50462-2996,PROFESOR
85610,74260-7849,ESTUDIANTE
85611,14683-0117,ESTUDIANTE
85612,75006-4364,ESTUDIANTE
85613,67916-9854,EGRESADO
85614,96885-2543,NO_RELACIONADO
85615,10986-9702,PADRE
85616,89341-0108,PADRE
85617,93997-0983,EGRESADO
85618,70884-6112,NO_RELACIONADO
85619,17575-9064,NO_RELACIONADO
85620,51065-0121,VECINO
85621,55555-0082,PROFESOR
85622,19072-6582,EMPLEADO
85623,69004-7257,VECINO
85624,81050-7730,EGRESADO
85625,74744-0403,ESTUDIANTE
85626,49316-2618,ESTUDIANTE
85627,68490-8303,ESTUDIANTE
85628,06660-0938,ESTUDIANTE
85629,71259-6746,EMPLEADO
85630,62608-7420,NO_RELACIONADO
85631,79568-5055,NO_RELACIONADO
85632,02122-4910,PROFESOR
85633,49723-8725,PROFESOR
85634,65552-0564,EGRESADO
85635,13456-5002,ESTUDIANTE
85636,87272-1811,PROFESOR
85637,39496-0210,NO_RELACIONADO
85638,18696-9243,NO_RELACIONADO
85639,70535-9763,VECINO
85640,60590-4266,PADRE
85641,89068-3403,EGRESADO
85642,46209-9444,PROFESOR
85643,31911-8981,EGRESADO
85644,24098-9329,VECINO
85645,89170-8395,VECINO
85646,35034-0227,ESTUDIANTE
85647,54413-2489,EGRESADO
85648,96334-7468,PROFESOR
85649,97009-8115,NO_RELACIONADO
85650,79902-5893,PADRE
85651,50273-7416,EGRESADO
85652,44535-4302,VECINO
85653,42502-7074,EGRESADO
85654,79663-2181,PADRE
85655,45898-5380,NO_RELACIONADO
85656,95310-8523,EGRESADO
85657,58553-4637,NO_RELACIONADO
85658,13905-5474,PADRE
85659,56509-6272,ESTUDIANTE
85660,70849-4896,EGRESADO
85661,28569-1237,VECINO
85662,67492-5701,VECINO
85663,17469-1135,EMPLEADO
85664,43160-9053,PADRE
85665,44057-5929,EMPLEADO
85666,30933-2347,PROFESOR
85667,46528-8638,ESTUDIANTE
85668,33601-4550,EGRESADO
85669,69606-3716,VECINO
85670,03344-9263,NO_RELACIONADO
85671,31645-8634,PADRE
85672,98954-4915,PROFESOR
85673,99648-8573,NO_RELACIONADO
85674,96442-4369,PADRE
85675,27451-6584,EGRESADO
85676,99667-2373,NO_RELACIONADO
85677,31130-7617,EMPLEADO
85678,14035-4005,PADRE
85679,16766-2268,PADRE
85680,70191-2091,VECINO
85681,72739-2416,EGRESADO
85682,04506-7159,EMPLEADO
85683,67578-1106,PROFESOR
85684,89030-9396,EMPLEADO
85685,69591-5362,PROFESOR
85686,69819-6424,VECINO
85687,27934-1919,EMPLEADO
85688,07955-5985,NO_RELACIONADO
85689,77008-8277,EMPLEADO
85690,41762-3548,EMPLEADO
85691,92610-0328,PROFESOR
85692,51680-8217,NO_RELACIONADO
85693,30172-3432,VECINO
85694,20726-0723,EGRESADO
85695,66179-2483,VECINO
85696,01502-4930,EGRESADO
85697,75485-9744,PADRE
85698,03614-6380,EMPLEADO
85699,83746-7593,EMPLEADO
85700,14429-1978,PROFESOR
85701,85471-1294,NO_RELACIONADO
85702,01562-6335,PADRE
85703,81553-8893,VECINO
85704,16932-6642,VECINO
85705,69603-2171,EGRESADO
85706,88927-6566,EMPLEADO
85707,57413-4518,EMPLEADO
85708,81807-9442,ESTUDIANTE
85709,25095-2208,EMPLEADO
85710,42189-7045,EGRESADO
85711,30425-5712,NO_RELACIONADO
85712,17601-7869,EGRESADO
85713,12035-9835,EMPLEADO
85714,26561-2489,PROFESOR
85715,99663-6395,ESTUDIANTE
85716,83986-9785,PADRE
85717,05893-7069,NO_RELACIONADO
85718,78918-3831,PADRE
85719,30638-2186,ESTUDIANTE
85720,11860-4821,NO_RELACIONADO
85721,61500-3334,NO_RELACIONADO
85722,65913-9965,ESTUDIANTE
85723,86934-5322,PADRE
85724,50738-9187,NO_RELACIONADO
85725,49566-8376,EGRESADO
85726,91764-3664,PROFESOR
85727,50722-1168,VECINO
85728,16567-4567,ESTUDIANTE
85729,20559-6545,EGRESADO
85730,22280-2371,EGRESADO
85731,22600-7372,PADRE
85732,50992-0865,EGRESADO
85733,92800-0700,EGRESADO
85734,19459-8638,EMPLEADO
85735,60277-2522,VECINO
85736,67059-5696,NO_RELACIONADO
85737,99194-9223,NO_RELACIONADO
85738,51262-1137,NO_RELACIONADO
85739,54280-2622,VECINO
85740,01688-7879,EGRESADO
85741,99347-8787,PROFESOR
85742,75735-3710,EMPLEADO
85743,08275-5673,ESTUDIANTE
85744,64598-4587,ESTUDIANTE
85745,29484-5558,EGRESADO
85746,57024-4219,ESTUDIANTE
85747,68942-0113,PADRE
85748,89235-3927,NO_RELACIONADO
85749,28084-7985,EMPLEADO
85750,06254-5981,EGRESADO
85751,05228-2050,PADRE
85752,80173-2718,PADRE
85753,73070-5935,EGRESADO
85754,44701-6390,EGRESADO
85755,87699-7349,PROFESOR
85756,89577-0973,VECINO
85757,65452-5544,ESTUDIANTE
85758,12909-3885,EMPLEADO
85759,42104-4797,PROFESOR
85760,38768-3958,EMPLEADO
85761,64927-3517,PROFESOR
85762,88654-9900,PROFESOR
85763,57226-0113,EGRESADO
85764,87821-0126,PADRE
85765,46011-1341,EMPLEADO
85766,02672-4083,PADRE
85767,65335-2404,EGRESADO
85768,29625-7361,VECINO
85769,34988-3869,VECINO
85770,43710-3492,NO_RELACIONADO
85771,21734-5866,VECINO
85772,35170-0256,EGRESADO
85773,35126-6361,ESTUDIANTE
85774,35205-3968,PADRE
85775,15143-4384,PADRE
85776,41598-5487,NO_RELACIONADO
85777,66422-4319,NO_RELACIONADO
85778,86949-0330,VECINO
85779,07764-4127,EGRESADO
85780,94403-3265,EGRESADO
85781,60708-8379,ESTUDIANTE
85782,04038-5823,PADRE
85783,15265-9697,EMPLEADO
